Category,ProductName,Total_Quantity_Sold,Total_Sales
Computers Accessories,Contoso Wireless Laser Mouse E50 White,25,524.0
Computers Accessories,Contoso Wireless Notebook Optical Mouse M35 Silver,25,748.75
Computers Accessories,SV 2GB Laptop memory E800 Black,25,1375.0
Computers Accessories,SV 40GB USB2.0 Portable Hard Disk E400 Silver,25,1899.75
Computers Accessories,SV 512MB Laptop memory E800 Black,25,849.7500000000001
Computers Accessories,SV Keyboard E10 Black,25,1100.0
Digital Cameras,A. Datum Point n' Shoot Digital Camera M500 Grey,25,4950.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Green,25,4922.500000000001
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Grey",25,8950.0
Fans,Litware 3-Speed Oscillating Blower Fan M115 Silver,25,1849.75
Fans,Litware 92mm DBB Case Fan E1101 Black,25,374.75
Fans,Litware USB Foam Fan E1301 Black,25,499.7499999999999
Home Theater System,Contoso Home Theater System 4.1 Channel M1420 Black,25,12000.0
Lamps,Litware Floor Lamp X1015 Blue,25,15899.75
Projectors & Screens,Contoso Screen 113in M251 Black,25,7475.0
Projectors & Screens,Proseware Screen 106in M1609 White,25,6275.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Silver,25,3249.75
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Blue,25,6999.75
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 Green,25,7499.750000000001
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Blue,25,12325.0
Refrigerators,Litware Refrigerator 19CuFt M760 Green,25,22475.0
Refrigerators,Litware Refrigerator 4.6CuFt E280 Blue,25,7499.75
Air Conditioners,Proseware Air conditioner 25000BTU L167 Grey,26,16535.739999999998
Camcorders,"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue",26,15600.0
Camcorders,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue",26,4628.0
Car Video,SV Car Video LCD9.2W X9281 Silver,26,22594.0
Car Video,SV Car Video TFT7 M7002 Black,26,8294.0
Coffee Machines,Adventure Works Coffee Maker 5C E090 Silver,26,3874.0
Computers Accessories,Contoso 90W AC/DC Power Adapter E300 Black,26,309.40000000000003
Computers Accessories,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,26,309.4
Computers Accessories,Contoso Home/Office Laptop Power Adapter E300 White,26,663.0
Computers Accessories,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,26,1037.3999999999999
Computers Accessories,Contoso Optical USB Mouse M45 White,26,1325.74
Computers Accessories,Contoso Power Inverter - DC to AC power inverter E900 White,26,247.0
Computers Accessories,Contoso Rechargeable Battery E100 Black,26,336.7
Computers Accessories,Contoso USB Optical Mouse E200 Grey,26,403.0
Digital Cameras,A. Datum Consumer Digital Camera M300 Pink,26,4797.0
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Black,26,5200.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Pink",26,14768.0
Home Theater System,Contoso Home Theater System 5.1 Channel M1520 White,26,8814.0
Lamps,Adventure Works Wall Lamp E2150 Silver,26,3119.7399999999993
Monitors,Proseware LCD22W M2001 White,26,17654.0
"Printers, Scanners & Fax","Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",26,4134.0
"Printers, Scanners & Fax",Proseware Ink Jet Fax Machine E100 Grey,26,2028.0
"Printers, Scanners & Fax",Proseware Laser Jet Printer E100 Grey,26,2054.0
Projectors & Screens,WWI Projector 480p DLP12 White,26,12974.0
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 Grey,26,7799.74
Refrigerators,Litware Refrigerator 1.7CuFt E120 Blue,26,3379.739999999999
Air Conditioners,Proseware Air conditioner 25000BTU L167 Silver,27,17171.73
Camcorders,Fabrikam Trendsetter 1'' 25mm X400 Grey,27,27000.0
Car Video,SV Car Video LCD7W M7080 Black,27,13500.0
Coffee Machines,Adventure Works Coffee Maker Auto 5C E090 Silver,27,4401.0
Computers Accessories,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,27,483.29999999999995
Computers Accessories,Contoso Reserve Pen - Tablet Pen E200 White,27,375.3
Computers Accessories,Contoso USB Optical Mouse E200 Blue,27,418.5
Computers Accessories,Contoso Wireless Laser Mouse M55 White,27,1889.73
Computers Accessories,SV 500GB USB 2.0 Portable External Hard Drive X405 White,27,4833.0
Computers Accessories,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,27,2754.0
Computers Accessories,SV USB Data Cable E600 Pink,27,25.649999999999995
Computers Accessories,SV Wireless LAN PCI Network Card Adapter E901 Black,27,2673.0
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Grey,27,5400.0
Digital Cameras,A. Datum Slim Digital Camera M180 Silver,27,3996.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Grey",27,11777.4
Home Theater System,Litware Home Theater System 4.1 Channel M410 Black,27,16173.0
Home Theater System,Litware Home Theater System 5.1 Channel M512 Black,27,18873.0
Home Theater System,Litware Home Theater System 7.1 Channel M710 Silver,27,21573.0
Microwaves,Contoso Microwave 1.5CuFt X0110 Black,27,17980.38
Microwaves,Fabrikam Microwave 0.8CuFt E0800 White,27,2564.73
Microwaves,Litware Microwave 2.2CuFt M125 Silver,27,5399.73
"Printers, Scanners & Fax",Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,27,5292.0
Projectors & Screens,Proseware Projector 1080p DLP86 Silver,27,67473.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Green,27,3509.7300000000005
Refrigerators,Fabrikam Refrigerator 19CuFt M7600 Silver,27,24273.0
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Blue,27,86399.72999999998
Refrigerators,Litware Refrigerator 4.6CuFt E280 Green,27,8099.7300000000005
Washers & Dryers,Litware Washer & Dryer 27in L420 White,27,71604.0
Air Conditioners,Contoso Air conditioner 12000BTU M0640 Grey,28,12879.72
Cameras & Camcorders Accessories,Contoso Cyber Shot Digital Cameras Adapter E306 Pink,28,1119.72
Cameras & Camcorders Accessories,Contoso Rechargeable Battery Pack E310 Silver,28,1959.72
Coffee Machines,Adventure Works Coffee Maker Auto 5C E090 Black,28,4564.0
Coffee Machines,Fabrikam Coffee Maker Auto 10C M100 Grey,28,20887.72
Coffee Machines,Fabrikam Coffee Maker Auto 5C E090 Grey,28,4564.0
Computers Accessories,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,28,1481.2
Computers Accessories,Contoso Bluetooth Notebook Mouse X305 White,28,4200.0
Computers Accessories,Contoso Digital Camera Accessory kit M200 Blue,28,669.1999999999999
Computers Accessories,Contoso USB Data Link - direct connect adapter E600 White,28,473.2
Digital Cameras,A. Datum SLR-like Digital Camera M400 Orange,28,5513.200000000001
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Pink",28,10024.0
Fans,Litware USB Durable Desk Soft Fan E1401 Black,28,840.0
Home & Office Phones,Contoso Integrated Business Phone L08 Black,28,868.0
Monitors,Proseware LCD22 M2000 Black,28,17332.0
"Printers, Scanners & Fax",Proseware All-In-One Photo Printer M200 Grey,28,3808.0
Projectors & Screens,Contoso Projector 1080p X980 Black,28,64260.0
Projectors & Screens,Proseware Projector 720p LCD56 Black,28,19572.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Grey,28,3639.7200000000003
Refrigerators,Litware Refrigerator 4.6CuFt E280 White,28,8399.720000000001
Car Video,SV Car Video LCD9.2W X9281 Brown,29,25201.0
Coffee Machines,Adventure Works Coffee Maker 4C E080 Black,29,3767.1000000000013
Computers Accessories,Contoso Bluetooth Notebook Mouse E70 Grey,29,1450.0
Computers Accessories,Contoso Education Supplies Bundle E200 White,29,391.5
Computers Accessories,Contoso Lens cap E80 White,29,868.5500000000002
Computers Accessories,SV 2GB Laptop memory E800 White,29,1595.0
Computers Accessories,SV 4GB Laptop Memory M65 White,29,2291.0
Computers Accessories,SV 512MB Laptop memory E800 Yellow,29,985.7100000000002
Digital Cameras,A. Datum All in One Digital Camera M200 Black,29,5452.0
Digital Cameras,A. Datum Full Frame Digital Camera X300 Silver,29,6699.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Orange,29,8410.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Black",29,9512.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Pink",29,12649.8
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Silver Grey",29,12649.8
Fans,Litware 18'' Oscillating Pedestal Fan M145 Pink,29,11600.0
Fans,Litware 20'' Weather-Shield Performance Box Fan E1601 White,29,869.7099999999999
Fans,Litware USB Foam Fan E1301 Red,29,579.7099999999999
Laptops,Adventure Works Laptop15.4W M1548 White,29,21982.0
Microwaves,Contoso Microwave 2.2CuFt M0125 Black,29,5799.710000000001
Microwaves,Litware Microwave 2.2CuFt M125 Black,29,5799.709999999999
Monitors,Proseware LCD20W M230 Black,29,8091.0
Projectors & Screens,Proseware Screen 80in E1010 Silver,29,3161.0
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Brown,29,8119.71
Refrigerators,Litware Refrigerator 19CuFt M760 Silver,29,26071.0
Refrigerators,Litware Refrigerator 24.7CuFt X980 Green,29,92799.71
Washers & Dryers,NT Washer & Dryer 25.5in M2550 White,29,57707.100000000006
Camcorders,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",30,26400.0
Cameras & Camcorders Accessories,Contoso USB Cable M250 Blue,30,750.0
Car Video,SV Car Video TFT7 M7000 Black,30,8970.0
Coffee Machines,Contoso Coffee Maker 4C E0800 Grey,30,3897.0
Coffee Machines,Contoso Coffee Maker 4C E0800 White,30,3897.000000000001
Coffee Machines,Fabrikam Coffee Maker 4C E080 Silver,30,3897.0000000000005
Computers Accessories,Contoso Car power adapter M90 Grey,30,598.5
Computers Accessories,Contoso Education Essentials Bundle M300 Black,30,285.0
Computers Accessories,Contoso Enhanced Capacity Battery M800 Black,30,836.9999999999998
Computers Accessories,Contoso Enhanced Capacity Battery M800 White,30,837.0
Computers Accessories,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,30,896.9999999999999
Computers Accessories,Contoso Multimedia Speakers M25 Brown,30,3870.0
Computers Accessories,Contoso Multimedia Speakers M25 White,30,3870.0
Computers Accessories,Contoso Reserve Pen -Tablet Pen E200 Blue,30,417.00000000000006
Computers Accessories,Contoso USB Optical Mouse E200 Black,30,465.0
Computers Accessories,Contoso Wireless Laser Mouse E50 Silver,30,628.8
Digital Cameras,A. Datum Compact Digital Camera M200 Pink,30,3870.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Black,30,4950.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Green,30,4950.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Blue",30,10140.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Orange",30,17640.0
Digital SLR Cameras,A. Datum SLR Camera M136 Silver,30,9360.0
Digital SLR Cameras,Fabrikam SLR Camera X148 Gold,30,19710.0
Fans,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,30,899.6999999999999
Home Theater System,Contoso Home Theater System 2.1 Channel M1230 White,30,10800.0
Microwaves,Contoso Microwave 0.8CuFt E0080 Silver,30,2849.6999999999994
Microwaves,Contoso Microwave 1.0CuFt E0110 White,30,4199.700000000001
Microwaves,Contoso Microwave 2.2CuFt M0125 Red,30,5999.7
Monitors,Proseware LCD24W X300 White,30,26070.0
"Printers, Scanners & Fax",Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,30,6840.0
"Printers, Scanners & Fax","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",30,4740.0
Projectors & Screens,WWI Screen 113in M1610 White,30,8970.0
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 Blue,30,8999.7
Air Conditioners,Proseware Air conditioner 25000BTU L167 White,31,19715.690000000002
Camcorders,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,31,20305.0
Camcorders,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,31,47120.0
Camcorders,Fabrikam Trendsetter 1/2'' 3mm X300 Grey,31,30969.0
Cameras & Camcorders Accessories,Contoso Digital Cameras Lightweight Tripod E316 Black,31,1616.0300000000007
Cameras & Camcorders Accessories,Contoso Mini Battery Charger Kit E320 Silver,31,774.69
Car Video,SV Car Video LCD7W M7081 Brown,31,15469.0
Car Video,SV Car Video LCD9.2W X9280 Silver,31,30969.0
Coffee Machines,Adventure Works Coffee Maker Auto 5C E090 Grey,31,5053.0
Computers Accessories,Contoso 90W AC/DC Power Adapter E300 White,31,368.9
Computers Accessories,Contoso Education Essentials Bundle M300 Grey,31,294.5
Computers Accessories,Contoso Enhanced Capacity Battery M800 Grey,31,864.8999999999999
Computers Accessories,Contoso Home/Office Laptop Power Adapter E300 Black,31,790.5
Computers Accessories,Contoso Leather Case - case for digital photo camera X20 Grey,31,1236.8999999999999
Computers Accessories,Contoso Ultraportable Neoprene Sleeve E30 Black,31,483.6
Computers Accessories,Contoso Wireless Notebook Optical Mouse M35 Black,31,928.45
Computers Accessories,SV 2GB Laptop memory E800 Silver,31,1705.0
Computers Accessories,SV Rechargeable Bluetooth Notebook Mouse E80 White,31,1859.69
Digital Cameras,A. Datum Advanced Digital Camera M300 Azure,31,5843.5
Digital Cameras,A. Datum Bridge Digital Camera M300 Silver,31,5793.9
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Pink",31,18228.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Silver",31,18228.0
Laptops,Adventure Works Laptop15.4W M1548 Silver,31,23498.0
Microwaves,Fabrikam Microwave 1.6CuFt M1250 Blue,31,5579.6900000000005
"Printers, Scanners & Fax",Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,31,6076.0
"Printers, Scanners & Fax",Proseware Laser Jet All in one X300 Black,31,6789.0
"Printers, Scanners & Fax",Proseware Professional Quality Plain-Paper Fax and Copier X100 White,31,7099.0
Projectors & Screens,Proseware Projector 720p DLP56 Silver,31,30969.0
Projectors & Screens,Proseware Screen 113in X1609 Black,31,9269.0
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Green,31,99199.69
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Silver,31,15283.0
Washers & Dryers,Contoso Washer & Dryer 21in E210 White,31,49569.0
Washers & Dryers,Litware Washer & Dryer 27in L420 Green,31,82212.0
Camcorders,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,32,13152.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,32,18112.0
Car Video,SV Car Video TFT6.2W E6281 Black,32,8288.0
Coffee Machines,Adventure Works Coffee Maker 5C E090 White,32,4768.0
Coffee Machines,Contoso Coffee Maker 12C M1000 White,32,14240.0
Coffee Machines,Fabrikam Coffee Maker 12C M100 White,32,14240.0
Computers Accessories,SV Keyboard E90 Black,32,1335.3600000000001
Computers Accessories,SV USB Data Cable E600 Black,32,30.399999999999995
Digital Cameras,A. Datum Consumer Digital Camera M300 Orange,32,5904.0
Digital Cameras,A. Datum Full Frame Digital Camera X300 Green,32,7392.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Pink,32,5280.0
Digital SLR Cameras,A. Datum SLR Camera X137 Grey,32,20064.0
Digital SLR Cameras,A. Datum SLR Camera X142 Orange,32,13664.0
Fans,"Litware 14"" High Velocity Floor Fan E801 Black",32,1439.68
"Printers, Scanners & Fax",Proseware Scan Jet Digital Flat Bed Scanner M300 Black,32,3872.0
Projectors & Screens,Contoso Projector 1080p X981 White,32,79968.0
Projectors & Screens,Contoso Screen 113in M251 Silver,32,9568.0
Projectors & Screens,Proseware Screen 125in X1609 Silver,32,14688.0
Refrigerators,Litware Refrigerator 1.7CuFt E120 Orange,32,4159.68
Refrigerators,Litware Refrigerator 24.7CuFt X980 Silver,32,102399.68
Washers & Dryers,Contoso Washer & Dryer 24in M240 Silver,32,58176.0
Camcorders,"Fabrikam Business Videographer 1"" 25mm M600 Blue",33,29370.0
Coffee Machines,Adventure Works Coffee Maker 12C M100 White,33,14685.0
Coffee Machines,Adventure Works Coffee Maker 4C E080 Grey,33,4286.700000000001
Coffee Machines,Adventure Works Coffee Maker 4C E080 Silver,33,4286.700000000001
Coffee Machines,Fabrikam Coffee Maker 12C M100 Silver,33,14685.0
Coffee Machines,Fabrikam Coffee Maker 5C E090 Silver,33,4917.0
Computers Accessories,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,33,392.70000000000005
Computers Accessories,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,33,1118.7
Computers Accessories,Contoso USB Data Link - direct connect adapter E600 Grey,33,557.6999999999999
Computers Accessories,Contoso Wireless Laser Mouse M55 Grey,33,2309.6699999999996
Computers Accessories,SV 40GB USB2.0 Portable Hard Disk E400 Red,33,2507.67
Digital Cameras,A. Datum Advanced Digital Camera M300 Pink,33,6220.5
Digital Cameras,A. Datum Full Frame Digital Camera X300 Azure,33,7623.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Silver Grey",33,11154.0
Digital SLR Cameras,Fabrikam SLR Camera X149 Pink,33,20691.0
Home & Office Phones,Contoso Digital Cordless Expansion Handset Phone M900 White,33,1088.67
Home & Office Phones,Contoso Expandable 2-Handset Cordless Phone System M205 Black,33,1326.27
Home Theater System,Litware Home Theater System 5.1 Channel M511 Brown,33,23067.0
Laptops,Fabrikam Laptop17W M7080 Black,33,29036.7
Microwaves,Contoso Microwave 2.2CuFt M0126 Grey,33,5939.67
Microwaves,Litware Microwave 0.8CuFt E080 Red,33,3134.669999999999
Microwaves,Litware Microwave 0.9CuFt E090 Black,33,3299.6699999999996
Monitors,Adventure Works CRT17 E105 Black,33,1947.0
Monitors,WWI CRT17 E106 Black,33,3267.0
"Printers, Scanners & Fax",Proseware All-In-One Photo Printer M200 Black,33,4488.0
"Printers, Scanners & Fax",Proseware High Speed Laser M2000 Black,33,6897.0
"Printers, Scanners & Fax",Proseware High-Performance Business-Class Laser Fax X200 Black,33,8184.0
"Printers, Scanners & Fax",Proseware Ink Jet All in one M300 Grey,33,5577.0
"Printers, Scanners & Fax",Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,33,6270.0
Projectors & Screens,Contoso Screen 106in M060 White,33,8283.0
Projectors & Screens,Proseware Projector 720p DLP56 Black,33,32967.0
Projectors & Screens,WWI Projector 480p LCD12 White,33,7557.0
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Orange,33,105599.67
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Silver,33,9239.670000000002
Refrigerators,Litware Refrigerator 9.7CuFt M560 White,33,16269.0
Refrigerators,Litware Refrigerator L1200 Orange,33,105599.67000000001
Washers & Dryers,NT Washer & Dryer 25.5in M2550 Blue,33,65666.70000000001
Air Conditioners,Contoso Air conditioner 10000BTU M0490 White,34,14619.66
Camcorders,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,34,13940.0
Camcorders,Fabrikam Business Videographer 1/2'' 3mm M500 Black,34,29920.0
Camcorders,Fabrikam Business Videographer 1/3'' 8.5mm M380 White,34,29104.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,34,21692.0
Camcorders,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",34,21522.0
Camcorders,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,34,54400.0
Camcorders,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",34,5610.0
Coffee Machines,Adventure Works Coffee Maker Auto 10C M100 Silver,34,25363.660000000003
Coffee Machines,Fabrikam Coffee Maker 12C M100 Gold,34,15130.0
Computers Accessories,Contoso Digital camera accessory kit M200 Black,34,812.5999999999999
Computers Accessories,Contoso Reserve Pen - Tablet Pen E200 Black,34,472.5999999999999
Computers Accessories,SV 160GB USB2.0 Portable Hard Disk M65 Silver,34,3260.6000000000004
Computers Accessories,SV Keyboard E10 White,34,1496.0
Digital Cameras,A. Datum Advanced Digital Camera M300 Black,34,6409.0
Digital Cameras,A. Datum Bridge Digital Camera M300 Black,34,6354.599999999999
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Silver,34,6800.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Silver,34,6694.6
Home & Office Phones,Contoso Digital Cordless Expansion Handset Phone M900 Grey,34,1121.66
Home & Office Phones,Contoso Hybrid system M60 Black,34,985.6600000000001
Home & Office Phones,Contoso Private Branch Exchange M88 White,34,1121.66
Home Theater System,Contoso Home Theater System 7.1 Channel M1700 Silver,34,30226.0
Microwaves,Contoso Microwave 1.5CuFt X0110 White,34,22641.96
Microwaves,Fabrikam Microwave 1.0CuFt E1100 Grey,34,4759.66
Microwaves,Fabrikam Microwave 2.2CuFt M1250 Red,34,6799.66
"Printers, Scanners & Fax",Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,34,6664.0
"Printers, Scanners & Fax",Proseware Slim-Design Fax Machine with Answering System X180 White,34,8024.0
Projectors & Screens,Proseware Projector 720p DLP56 White,34,33966.0
Projectors & Screens,WWI Projector 720p LCD56 White,34,23766.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Orange,34,4419.66
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Silver,34,108799.66
Refrigerators,Litware Refrigerator 19CuFt M760 Brown,34,30566.0
Refrigerators,Litware Refrigerator 19CuFt M760 White,34,30566.0
Washers & Dryers,Litware Washer & Dryer 25.5in M350 Green,34,67626.0
Camcorders,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,35,15120.0
Car Video,SV Car Video AM/FM E1001 Brown,35,7665.0
Car Video,SV Car Video LCD7 M7003 Black,35,12915.0
Coffee Machines,Adventure Works Coffee Maker Auto 5C E090 White,35,5705.0
Coffee Machines,Contoso Coffee Maker 12C M1000 Black,35,15575.0
Coffee Machines,Contoso Coffee Maker 4C E0800 Silver,35,4546.5
Coffee Machines,Fabrikam Coffee Maker 12C M100 Black,35,15575.0
Computers Accessories,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,35,1186.5
Computers Accessories,SV Keyboard E10 Silver,35,1540.0
Digital Cameras,A. Datum Advanced Digital Camera M300 Silver,35,6597.5
Digital Cameras,A. Datum Compact Digital Camera M200 Green,35,4515.0
Digital Cameras,A. Datum Compact Digital Camera M200 Orange,35,4515.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Pink,35,6891.5
Digital SLR Cameras,A. Datum SLR Camera M142 Orange,35,10920.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Silver",35,19880.0
Digital SLR Cameras,Contoso SLR Camera X142 Black,35,22295.0
Digital SLR Cameras,Contoso SLR Camera X145 Pink,35,22120.0
Fans,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,35,1049.65
Fans,Litware 92mm DBB Case Fan E1101 Silver,35,524.65
Microwaves,Litware Microwave 1.0CuFt E110 Grey,35,4899.65
Microwaves,Litware Microwave 1.5CuFt X110 Grey,35,23307.899999999998
Microwaves,Litware Microwave 1.5CuFt X110 White,35,23307.9
"Printers, Scanners & Fax",Proseware All-In-One Photo Printer M200 White,35,4760.0
"Printers, Scanners & Fax",Proseware Laser Jet Color Printer X300 Grey,35,7315.0
"Printers, Scanners & Fax",Proseware Photo Ink Jet Printer M100 Black,35,5565.0
"Printers, Scanners & Fax",Proseware Wireless Photo All-in-One Printer M390 Black,35,6580.0
Projectors & Screens,Contoso Projector 720p M621 White,35,34965.0
Projectors & Screens,WWI Projector 480p LCD12 Silver,35,8015.0
Refrigerators,Fabrikam Refrigerator 3.2CuFt E1600 Green,35,9799.650000000001
Washers & Dryers,Litware Washer & Dryer 15.5in E150 Green,35,34965.0
Air Conditioners,Proseware Air conditioner 7000BTU E260 White,36,10799.64
Camcorders,"Fabrikam Social Videographer 1"" 25mm E400 Blue",36,6768.0
Cameras & Camcorders Accessories,Contoso Macro Zoom Lens X300 Silver,36,13195.8
Cameras & Camcorders Accessories,Contoso Rechargeable Battery Pack E310 White,36,2519.64
Coffee Machines,Adventure Works Coffee Maker 5C E090 Black,36,5364.0
Coffee Machines,Contoso Coffee Maker Auto 5C E0900 White,36,5868.0
Coffee Machines,Fabrikam Coffee Maker 4C E080 Black,36,4676.400000000001
Coffee Machines,Fabrikam Coffee Maker 5C E090 Black,36,5364.0
Coffee Machines,Fabrikam Coffee Maker Auto 5C E090 Silver,36,5868.0
Computers Accessories,Contoso Laptop Starter Bundle M200 White,36,594.0
Computers Accessories,SV 40GB USB2.0 Portable Hard Disk E400 Blue,36,2735.6399999999994
Digital Cameras,A. Datum Bridge Digital Camera M300 Azure,36,6728.4
Digital Cameras,A. Datum Bridge Digital Camera M300 Pink,36,6728.4
Digital Cameras,A. Datum Consumer Digital Camera E100 Azure,36,10116.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Gold",36,20448.0
Home Theater System,Litware Home Theater System 5.1 Channel M516 Black,36,20844.0
Microwaves,Contoso Microwave 1.5CuFt X0110 Red,36,23973.839999999997
Microwaves,Litware Microwave 0.8CuFt E080 Silver,36,3419.6399999999985
Microwaves,Litware Microwave 0.9CuFt E090 Red,36,3599.6399999999994
Microwaves,Litware Microwave 1.0CuFt E110 White,36,5039.639999999999
Projectors & Screens,Contoso Projector 720p M620 Black,36,25164.0
Projectors & Screens,Proseware Screen 80in E1010 Black,36,3924.0
Refrigerators,Litware Refrigerator 3.2CuFt E160 Blue,36,10079.64
Refrigerators,Litware Refrigerator 9.7CuFt M560 Orange,36,17748.0
Washers & Dryers,Litware Washer & Dryer 24in M260 Silver,36,65448.0
Washers & Dryers,NT Washer & Dryer 15.5in E1550 White,36,35996.4
Camcorders,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,37,15614.0
Camcorders,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,37,6105.0
Camcorders,Fabrikam Trendsetter 1'' 25mm X400 Black,37,38110.0
Car Video,SV Car Video AM/FM E1001 Black,37,8103.0
Car Video,SV Car Video LCD7W M7082 Brown,37,25863.0
Car Video,SV Car Video TFT7 M7002 Silver,37,11803.0
Computers Accessories,Contoso Optical USB Mouse M45 Grey,37,1886.63
Computers Accessories,Contoso USB Optical Mouse E200 White,37,573.5
Computers Accessories,SV Rechargeable Bluetooth Notebook Mouse E80 Black,37,2219.6299999999997
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,37,9916.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Black,37,7285.3
Home & Office Phones,Contoso 3 Handset Cordless Phone System E30 White,37,628.6299999999999
Home & Office Phones,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,37,850.6300000000001
Microwaves,Contoso Microwave 0.8CuFt E0080 Red,37,3514.629999999999
Microwaves,Contoso Microwave 2.2CuFt M0125 Grey,37,7399.630000000001
Microwaves,Fabrikam Microwave 1.0CuFt E1100 Black,37,5179.63
Microwaves,Fabrikam Microwave 1.5CuFt X1100 White,37,24639.779999999995
Microwaves,Litware Microwave 0.8CuFt E080 Blue,37,3514.6299999999983
Monitors,Proseware LCD20 M200 White,37,9583.0
"Printers, Scanners & Fax","Proseware Color Ink Jet Fax, Copier, Phone M250 Black",37,5883.0
"Printers, Scanners & Fax",Proseware Duplex Scanner M200 Grey,37,5513.0
"Printers, Scanners & Fax",Proseware High Speed Laser M2000 White,37,7733.0
"Printers, Scanners & Fax",Proseware Photo Smart All-in-One Printer M380 Grey,37,5439.0
Projectors & Screens,Proseware Projector 480p DLP12 Black,37,18463.0
