CustomerKey,Purchase_Frequency,Average_Order_Value,Preferred_Products
333947,1,2240.309214,"SV 8xDVD E120 Black,Adventure Works 20"" Analog CRT TV E45 Black,Proseware Wall Lamp E0315 Silver,NT Wireless Bluetooth Stereo Headphones E102 Black"
334483,2,454.50124300000004,"MGS Age of Empires II: The Conquerors Expansion E125,WWI Desktop PC1.80 E1800 Silver"
334491,1,534.6959100000001,"MGS Rise of Nations: Thrones and Patriots M320,SV DVD Player M100 Black,Contoso DVD 48 DVD Storage Binder M50 Black"
334760,1,973.65,Contoso Bluetooth Notebook Mouse X305 Grey
334903,1,3509.8168560000004,"MGS Zoo Tycoon 2008 E142,SV Hand Games for students E40 Silver,Adventure Works Desktop PC2.30 MD230 Brown,MGS Hand Games for Office worker L299 Red"
334926,1,10453.34268,NT Washer & Dryer 25.5in M2550 White
335012,2,984.1690000000001,"Adventure Works CRT17 E105 White,MGS Bicycle Casino Games2009 E167"
335032,1,2978.54228,"Contoso DVD 48 DVD Storage Binder M50 Black,SV Hand Games for Office worker L28 Yellow,SV DVD 55DVD Storage Binder M56 Red,Contoso SLR Camera M143 Silver"
335384,1,12236.830800000002,"Adventure Works Desktop PC2.33 XD233 White,MGS MechWarrior 4 Mach Packs X100"
336090,1,334.0057,WWI Screen 106in M1609 White
336182,3,19246.79269,"Adventure Works Desktop PC2.30 MD230 Silver,Contoso Digital Camera/Camcorder USB Cable E324 Silver,Contoso Microwave 0.9CuFt E0090 Silver,MGS Rise of Nations: Rise of Legends M290,Adventure Works Desktop PC1.80 ED182 White,WWI Desktop PC2.33 X2330 White,WWI Desktop PC2.30 M2300 White,Fabrikam Refrigerator 1.7CuFt E1200 Green,Proseware High-Performance Business-Class Laser Fax X200 Green"
336239,3,12487.228116000002,"Contoso 32GB Video MP3 Player M3200 White,The Phone Company Smart phones 4 GB of Memory M300 Black,MGS Hand Games men M300 Red,WWI Desktop PC2.33 X2330 Brown,Contoso Air conditioner 10000BTU M0490 White"
336267,2,1019.3512949999999,"Contoso Connectivity Starter Kit Smart Buy M680 Grey,MGS Zoo Tycoon 2008 E142,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black,SV DVD 58 DVD Storage Binder M55 Black"
336290,2,3412.2167090000003,"Proseware Desk Lamp E0130 Grey,The Phone Company PDA Palm 3.5 inch M810 Black,WWI Desktop PC1.80 E1801 Silver,WWI Stereo Bluetooth Headphones New Generation M370 White"
336348,4,31969.471386999998,"Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works Desktop PC2.33 XD233 Black,Adventure Works Desktop PC1.80 ED180 Silver,Contoso DVD 58 DVD Storage Binder M55 Silver,The Phone Company Touch Screen Phones Infrared M901 Black,SV DVD Recorder L200 Black,Contoso Projector 1080p X980 Silver,Proseware Chandelier M0615 White,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Contoso DVD 60 DVD Storage Binder L20 Black,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,Proseware Ink Jet Wireless All-In-One Printer M400 Green"
336525,1,3450.0878999999995,Fabrikam Laptop17W M7080 Black
336562,4,14980.672296,"Adventure Works Desktop PC1.80 ED182 White,WWI Desk Lamp E120 Silver,Adventure Works Desktop PC2.30 MD230 Black,WWI Wireless Bluetooth Stereo Headphones M170 White,SV DVD 58 DVD Storage Binder M55 Silver,SV DVD 48 DVD Storage Binder M50 Red,Contoso USB Cable M250 Black,SV DVD Player M140 Gold,WWI Desktop PC2.33 X2330 White,Contoso Water Heater 4.0GPM M1250 White,NT Bluetooth Active Headphones E202 Silver,Proseware Duplex Scanner M200 Green,MGS Bicycle Board Games X500"
337002,3,4989.997869000001,"WWI Desktop PC2.30 M2300 Brown,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Contoso 4 Handset Cordless Phone System M86 Grey,SV 16xDVD M300 Silver,Proseware Screen 80in E1010 White,The Phone Company Microsoft Windows Mobile M200 Gold,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black"
337589,3,7254.56675,"Adventure Works 40"" LCD HDTV M690 White,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,The Phone Company PDA Palm 3.7 inch M830 Silver,The Phone Company Smart phones Unlocked M300 Grey,Adventure Works Coffee Maker Super-Auto 12C X125 White,The Phone Company Smart phones without camera E100 Pink"
337629,1,3466.852488,"Adventure Works 15.6"" LCD TV M130W Black,Adventure Works Desktop PC1.80 ED180 White,Contoso 4GB Flash MP3 Player E401 Blue"
337695,5,22855.764283,"Fabrikam Business Videographer 1'' 25mm M600 Grey,Contoso Phone Tough Skin Case E140 Pink,NT Bluetooth Active Headphones E202 Red,SV DVD 9-Inch Player Portable M300 Black,MGS Zoo Tycoon Dinosaur Digs2009 E162,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso Washer & Dryer 27in L270 Silver,WWI Wireless Bluetooth Stereo Headphones M170 White,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,Contoso Water Heater 4.3GPM M1250 Yellow,SV DVD 7-Inch Player Portable E200 White,Adventure Works Laptop15.4W M1548 Silver,Contoso 90W AC/DC Power Adapter E300 White,SV DVD 55DVD Storage Binder M56 Red,Adventure Works 32"" LCD HDTV M130 Black,Contoso Rubberized Skin BlackBerry E100 Black,Contoso Water Heater 1.5GPM E0800 White,SV Hand Games men M30 Silver,Adventure Works Desktop PC1.80 ED180 White,SV Hand Games for Office worker L28 Yellow"
337764,4,7586.884840000001,"Fabrikam Refrigerator 19CuFt M7600 Silver,SV Hand Games for students E40 Black,Fabrikam Microwave 0.9CuFt E0900 Red,The Phone Company Touch Screen Phones - LCD M12 Black,Proseware Laser Jet Color Printer X300 Grey,MGS Zoo Tycoon Dinosaur Digs X200"
337850,2,3819.79173,"WWI 2GB Spy Video Recorder Pen M300 Black,A. Datum Point Shoot Digital Camera M500 Orange,Litware 80mm Dual Ball Bearing Case Fan E1001 Pink,Adventure Works Desktop PC3.0 MS300 Black"
338444,2,4321.886981000001,"Fabrikam Microwave 0.9CuFt E0900 Blue,The Phone Company Microsoft Windows Mobile M200 Grey,Contoso Touch Stylus Pen E150 Silver,Adventure Works 13"" Color TV E25 White,The Phone Company Touch Screen Phones - CRT M11 Gold,WWI Desktop PC2.30 M2300 Brown,Litware Home Theater System 5.1 Channel M513 Black"
338683,1,495.09505600000006,"Contoso Screen 100in E010 Silver,NT Wireless Bluetooth Stereo Headphones E302 Silver,SV DVD 60 DVD Storage Binder L20 Silver,NT Wireless Bluetooth Stereo Headphones E102 Black"
339050,3,8305.680163,"Contoso Rechargeable Battery Pack E310 Black,Adventure Works Desktop PC1.80 ED180 White,Adventure Works Desktop PC1.80 ED182 Silver,Contoso Microwave 1.0CuFt E0110 Silver,Contoso Microwave 1.5CuFt X0110 Grey,The Phone Company PDA Handheld 3.5 inch M610 White"
339068,3,11311.462923000001,"SV 16xDVD M310 Black,NT Washer & Dryer 15.5in E1550 Blue,Contoso Touch Stylus Pen E150 Silver,SV 16xDVD M360 Silver,WWI Desktop PC1.60 E1600 Black,Contoso Water Heater 4.3GPM M1250 White,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,SV DVD 12-Inch Player Portable M400 Black,Contoso Integrated Business Phone L08 Black"
339146,1,8555.2497,"SV DVD Recorder L220 White,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey"
339390,1,1310.0131999999999,"Fabrikam Coffee Maker 5C E090 Black,MGS Freelancer E113"
339448,2,1126.2821509999999,"WWI 2GB Spy Video Recorder Pen M300 Purple,Adventure Works 20"" CRT TV E15 Silver"
339939,2,1032.377385,"SV DVD 60 DVD Storage Binder L20 Red,Contoso DVD 12-Inch Player Portable M400 Silver"
340307,2,1480.119517,"MGS Dungeon Siege II E105,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,MGS Dungeon Siege: Legends of Aranna 2009 E146,SV DVD 14-Inch Player Portable L100 Black"
340339,2,1088.105118,"WWI 1GB Pulse Smart pen E50 White,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,SV DVD 48 DVD Storage Binder M50 Black,SV DVD Player M100 Black"
340417,1,10614.225579999998,"Proseware Projector 480p DLP12 White,WWI Desktop PC1.80 E1800 Brown,SV DVD 12-Inch Player Portable M400 Black,The Phone Company Smart phones 8 GB of Memory M400 Black,Fabrikam Microwave 1.6CuFt M1250 White,MGS Racing Madness 2009 E169,Fabrikam Business Videographer 1/2'' 3mm M500 Grey"
340427,2,3557.8188999999993,"A. Datum SLR Camera 35"" X358 Black,WWI 2GB Spy Video Recorder Pen M300 Purple,Adventure Works CRT17 E105 White"
340460,2,2274.1276239999997,"SV DVD 14-Inch Player Portable L100 Black,Fabrikam Laptop19W M9800 Black"
340665,1,579.6492,SV DVD Recorder L230 Grey
340771,3,11225.577462000001,"Fabrikam Refrigerator 3.2CuFt E1600 White,MGS Hand Games for 12-16 boys E600 Black,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Adventure Works 37"" 1080p LCD HDTV M150W Silver,Contoso Travel Charger for S-Series Battery E302 White,Adventure Works LCD24 X300 Black"
340782,2,1330.846589,"Adventure Works 19"" Portable LCD HDTV M110 White,SV 22xDVD X680 Silver,Contoso DVD 58 DVD Storage Binder M55 Silver"
341191,3,2178.584576,"WWI 1GB Pulse Smart pen E50 Silver,MGS MechWarrior 4: Knight E121,SV DVD 14-Inch Player Portable L100 Silver,MGS Hand Games men M300 Yellow,The Phone Company PDA Palm 4.7 inch L850 Silver"
341831,2,5654.5296,"MGS Age of Empires II: The Age of Kings 2009 E180,WWI 1GB Digital Voice Recorder Pen E100 Pink,Fabrikam Trendsetter 1/2"" 3mm X300 Orange"
342040,2,3002.2402,"Contoso Water Heater 4.0GPM M1250 Blue,WWI Screen 113in M1610 White"
342356,4,5194.558710000001,"Contoso Rubberized Skin BlackBerry E100 Silver,NT Bluetooth Stereo Headphones E52 Pink,Contoso DVD 12-Inch Player Portable M400 Silver,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Contoso Notebook Peripheral Kit M69 White,Proseware Laptop16 M610 White,NT Wireless Bluetooth Stereo Headphones E102 Black,Adventure Works Coffee Maker Auto 5C E090 Silver,SV 16xDVD E340 Black,MGS Dungeon Siege: Legends of Aranna M330,SV DVD 60 DVD Storage Binder L20 Black,MGS Fable: The Lost Chapters E107"
342393,2,3765.5985839999994,"NT Wireless Bluetooth Stereo Headphones E302 Yellow,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,Adventure Works Coffee Maker 4C E080 Grey,SV Hand Games for kids E30 Red,The Phone Company PDA Palm 4.7 inch L850 Silver"
342512,3,29852.445613000004,"SV 8xDVD E100 Black,Adventure Works 52"" LCD HDTV X590 Black,MGS Dungeon 2007 E141,Contoso Water Heater 4.3GPM M1250 Red,A. Datum Super-zoom Digital Camera X300 Orange,MGS Hand Games for 12-16 boys E600 Yellow,SV DVD 7-Inch Player Portable E200 White"
342652,2,5809.6928100000005,"Contoso Finger Touch Screen Phones M30 Black,Fabrikam Coffee Maker Auto 5C E090 Grey,SV DVD 60 DVD Storage Binder L20 Black,MGS Rise of Nations: Thrones and Patriots2009 E145,Contoso Water Heater 4.0GPM M1250 White"
342841,1,819.462789,"NT Bluetooth Active Headphones E202 Red,Contoso Bluetooth Active Headphones L15 Red"
343007,3,3881.1009209999997,"Adventure Works Coffee Maker 4C E080 Black,SV DVD 58 DVD Storage Binder M55 Black,The Phone Company Smart phones Unlocked International M800 Black,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,Adventure Works 20"" Analog CRT TV E45 White,WWI LCD20 M220 White,Headphone Adapter for Contoso Phone E130 White,Contoso Carrying Case E312 Pink"
343061,3,5956.9245949999995,"Adventure Works Desktop PC3.0 MS300 Silver,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Adventure Works Laptop16 M1601 Blue,SV Hand Games for kids E30 Red,WWI Wireless Bluetooth Stereo Headphones M170 White"
343095,1,4072.7926800000005,"Contoso General Carrying Case E304 Blue,Fabrikam Laptop14.1 E4101 Red,SV Hand Games for Office worker L28 Red,Adventure Works Desktop PC2.33 XD233 White"
343129,1,1887.9789999999998,"Contoso Water Heater 4.0GPM M1250 Green,WWI Projector 720p LCD56 Black"
343183,2,5448.919866,"SV DVD Player M140 Gold,Contoso DVD Recorder L230 Grey,SV DVD Player M120 White,WWI Desktop PC1.60 E1600 Silver,Adventure Works 52"" LCD HDTV X790W Silver,Cigarette Lighter Adapter for Contoso Phones E110 Black"
343285,1,286.4956,SV 16xDVD M330 Silver
343632,2,1908.2170720000004,"WWI Desktop PC1.80 E1800 Black,SV Hand Games men M30 Yellow"
343801,2,12908.750522,"SV DVD 9-Inch Player Portable M300 Black,MGS Flight Simulator X Acceleration Expansion Pack M200,Proseware Laptop19 X910 Black,Contoso Water Heater 2.6GPM E0900 Blue,Contoso Home Theater System 2.1 Channel M1230 White,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,Adventure Works Desktop PC1.60 ED160 Brown,Proseware Laptop19W X910 White"
343983,1,1714.474455,"Contoso Car power adapter M90 Black,Contoso Water Heater 4.3GPM M1250 White,Contoso Behind Centrex X15 White"
344691,1,428.930004,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange,MGS Rise of Nations: Thrones and Patriots M320"
345044,1,101.573712,SV DVD 55DVD Storage Binder M56 Black
345242,3,7813.744855999999,"WWI LCD19 E107 White,The Phone Company Touch Screen Phones 26-1.4"" M250 Gold,SV Car Video LCD7W M7080 Silver,MGS Age of Empires 2008new M420,WWI Stereo Bluetooth Headphones E1000 Silver,The Phone Company Finger Touch Screen Phones M30 Gold,Headphone Adapter for Contoso Phone E130 Black,NT Wireless Transmitter and Bluetooth Headphones M150 Silver"
345277,1,474.1002,"Contoso DVD Player M100 Black,Contoso DVD 55DVD Storage Binder M56 Red"
345292,2,7875.444575,"Litware Refrigerator 9.7CuFt M560 Green,Contoso Water Heater 4.0GPM M1250 White,SV Hand Games for kids E30 Red,WWI Desktop PC2.33 X2330 Brown,Adventure Works LCD17 E200 Black"
345767,2,600.2999169999999,"Contoso DVD External DVD Burner M200 Silver,Contoso Bluetooth Notebook Mouse E70 Silver,Proseware Air conditioner 5200BTU E100 Red"
345812,1,949.782792,"SV DVD External DVD Burner M200 Silver,Litware Home Theater System 5.1 Channel M514 Brown"
345910,4,21733.798884999997,"The Phone Company Touch Screen Phones Infrared M901 Black,WWI Desktop PC2.30 M2300 White,Contoso Water Heater 4.0GPM M1250 Grey,Contoso Multimedia Speakers M25 Blue,MGS Hand Games men M300 Silver,WWI LCD17W E200 White,Contoso SLR Camera 35"" X358 Orange,WWI LCD24W X300 Black,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey,WWI Wireless Bluetooth Stereo Headphones M270 Silver,WWI Laptop16 M0160 White,WWI Desktop PC2.30 M2300 Silver"
346090,2,3353.4189100000003,"WWI 1GB Digital Voice Recorder Pen E100 Pink,WWI Desktop PC1.80 E1800 Brown,WWI Desktop PC2.30 M2300 Black"
346204,3,16833.440217,"Adventure Works Desktop PC3.0 MS300 Black,Adventure Works Coffee Maker 12C M100 Black,The Phone Company PDA GPS Phone 3.7 inch M930 Black,NT Wireless Transmitter and Bluetooth Headphones M150 Red,WWI Desktop PC2.30 M2300 Silver,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso Home Theater System 4.1 Channel M1410 Silver,A. Datum Compact Digital Camera M200 Azure,A. Datum Ultra Compact Digital Camera M190 Silver,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey,MGS Hand Games for Office worker L299 Yellow"
346689,3,5352.164922,"Contoso Touch Screen Phones Infrared M901 Black,WWI Desktop PC2.30 M2300 White,SV Hand Games for Office worker L28 Yellow,WWI 2GB Spy Video Recorder Pen M300 Silver,MGS Hand Games women M400 Red,Contoso DVD 38 DVD Storage Binder E25 Silver,MGS Dungeon Siege 2009 E163"
346994,3,156.194911,"Contoso Phone Tough Skin Case E140 White,Headphone Adapter for Contoso Phone E130 Black,NT Wireless Bluetooth Stereo Headphones E302 Yellow"
347011,2,4380.555515000001,"NT Wireless Bluetooth Stereo Headphones M402 Green,The Phone Company Touch Screen Phones - CRT M11 Grey,Fabrikam Refrigerator 9.7CuFt M5600 Silver,Adventure Works LCD20 M210 Black,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Contoso 4GB Flash MP3 Player E401 Black,Cigarette Lighter Adapter for Contoso Phones E110 White,Contoso DVD 55DVD Storage Binder M56 Red"
347058,1,2333.9213040000004,"Contoso Sharp Touch Screen Phones M910 Black,Contoso Screen 125in M250 Black,SV 40GB USB2.0 Portable Hard Disk E400 Red,MGS Hand Games for students E400 Black"
347144,1,959.873204,"WWI Wireless Transmitter and Bluetooth Headphones X250 White,Contoso DVD 48 DVD Storage Binder M50 Silver"
347206,1,1024.418476,"WWI Wireless Bluetooth Stereo Headphones M170 White,NT Bluetooth Stereo Headphones E52 Yellow"
347235,2,33768.309176,"A. Datum Point Shoot Digital Camera M500 Orange,Fabrikam Trendsetter 2/3"" 17mm X100 Orange,Litware Washer & Dryer 27in L420 White,Contoso Phone with 13-Number Memory (210) M301 Black,Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue,Fabrikam Refrigerator 1.7CuFt E1200 Grey,Contoso DVD External DVD Burner M200 Blue,A. Datum Super-zoom Digital Camera X300 Grey"
347240,2,4324.203122,"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,MGS Age of Empires II: The Conquerors Expansion E125"
347394,2,2218.5448600000004,"WWI 4GB Video Recording Pen X200 Black,Fabrikam Laptop15 M5000 White,Adventure Works LCD15 E100 Black,MGS Age of Mythology: Gold Edition M310"
347499,3,1479.195258,"Contoso 8GB MP3 Player new model M820 White,MGS Rise of Nations: Rise of Legends M290,SV DVD 9-Inch Player Portable M300 White,Proseware CRT15 E10 Black,Adventure Works 13"" Color TV E25 White"
347864,1,12727.423224000002,"A. Datum Point Shoot Digital Camera M500 Pink,WWI 1GB Pulse Smart pen E50 White,SV DVD External DVD Burner M200 Black,SV DVD 7-Inch Player Portable E200 Black,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,Adventure Works Laptop16 M1600 Black"
347907,1,721.8354,WWI Chandelier M815 Black
347982,3,2590.2902240000003,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,NT Wireless Bluetooth Stereo Headphones E102 Blue"
348102,1,26.118933999999996,Contoso General Carrying Case E304 Silver
348248,3,1857.803585,"Fabrikam Microwave 2.2CuFt M1250 Blue,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,Contoso Screen 100in E010 Black,MGS Zoo Tycoon Dinosaur Digs2009 E162"
348440,5,9826.135082,"WWI Wireless Bluetooth Stereo Headphones M270 Silver,SV DVD 15-Inch Player Portable L200 Silver,Contoso Water Heater 7.2GPM X1800 Green,WWI 2GB Spy Video Recorder Pen M300 Silver,SV DVD External DVD Burner M200 Black,Contoso Touch Stylus Pen E150 White,WWI Stereo Bluetooth Headphones E1000 Black,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso Screen 125in M250 Black,Contoso Touch Screen Phones  - LCD M12 Black"
348521,5,6618.940031,"Contoso 32GB Video MP3 Player M3200 White,Contoso Microwave 0.9CuFt E0090 Silver,MGS Hand Games men M300 Red,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Adventure Works Desktop PC1.60 ED160 Black,WWI Desktop PC1.60 E1600 Silver,SV Keyboard E10 White,Contoso DVD 12-Inch Player Portable M400 Silver,The Phone Company Touch Screen Phones Infrared M901 Black,MGS Hand Games women M400 Silver,MGS Return of Arcade Anniversary Edition M390,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,Contoso Wireless Notebook Optical Mouse M35 White,The Phone Company Smart phones without camera E100 White"
348548,2,1570.223491,"Contoso Lens Cap Keeper E314 Yellow,SV DVD 60 DVD Storage Binder L20 Black,Contoso DVD 48 DVD Storage Binder M50 Red,SV DVD 48 DVD Storage Binder M50 Silver,Adventure Works Desktop PC2.30 MD230 Black,MGS Collector's M160"
348767,1,264.28523600000005,"WWI 1GB Digital Voice Recorder Pen E100 White,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso DVD 48 DVD Storage Binder M50 Red"
348917,2,26216.962058999998,"Proseware Projector 1080p DLP86 Black,Contoso DVD Recorder L230 Grey,WWI Desktop PC1.80 E1800 White,NT Wireless Transmitter and Bluetooth Headphones M150 Green,WWI Desktop PC1.80 E1800 Black"
349037,1,544.678334,"SV DVD 60 DVD Storage Binder L20 Black,Contoso 16GB Mp5 Player M1600 Black"
349086,2,1430.265596,"WWI Screen 125in M1611 Silver,SV DVD 12-Inch Player Portable M400 Silver"
349322,1,2257.1513999999997,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White
349653,1,33.556596,Contoso DVD 55DVD Storage Binder M56 Red
349815,1,898.3021319999999,"Contoso Touch Stylus Pen E150 Silver,SV DVD Recorder L230 Grey"
350095,2,5580.116514000001,"Proseware Laptop15.4W M518 White,Contoso 4-Line Corded Cordless Telephone M203 Grey,WWI Projector 480p LCD12 Black,The Phone Company Smart phones Unlocked International M800 Black,Contoso Expandable Cordless Phone System M008 Black"
350141,2,3761.6429909999997,"Adventure Works Coffee Maker 5C E090 Black,WWI Desktop PC1.60 E1600 Red,The Phone Company PDA Phone 3.5 inches M320 Black,Contoso Mini Battery Charger Kit E320 Silver"
350496,6,5900.223087,"SV DVD 55DVD Storage Binder M56 Black,MGS Age of Empires, 2009 E182,SV 8xDVD E130 Silver,Proseware Laser Fax Printer M250 Grey,NT Wireless Bluetooth Stereo Headphones M402 Silver,Contoso Water Heater 4.3GPM M1250 Blue,WWI 2GB Spy Video Recorder Pen M300 Black,Contoso DVD 48 DVD Storage Binder M50 Black,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Contoso DVD Recorder L230 Grey,MGS Hand Games for kids E300 Black,MGS Flight Simulator 2009 E168,Contoso DVD 9-Inch Player Portable M300 White,Proseware Ink Jet Wireless All-In-One Printer M400 White,SV Hand Games men M30 Black,The Phone Company Touch Screen Phones Capacitive M908 Grey"
350587,2,2066.1897200000003,"SV Car Video LCD7 M7001 Black,Litware Home Theater System 4.1 Channel M411 Black,Contoso DVD Player M140 Gold"
350710,2,15920.12241,"Litware Microwave 1.6CuFt M125 Grey,Contoso Water Heater 7.2GPM X1800 White,WWI 4GB Video Recording Pen X200 Yellow,NT Bluetooth Stereo Headphones E52 Yellow,MGS Hand Games women M400 Black,NT Wireless Bluetooth Stereo Headphones E102 Black,SV DVD 48 DVD Storage Binder M50 Silver"
350853,1,2328.80076,"Adventure Works Desktop PC1.60 ED160 White,Contoso 8GB Super-Slim MP3/Video Player M800 Green"
350943,3,7820.794599999999,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,WWI Desktop PC2.30 M2300 Silver,The Phone Company Sharp Touch Screen Phones M910 Black,Proseware Mobile Receipt and Document Scanner M200 Grey,MGS Flight Simulator 2009 E168"
350949,1,1964.772498,"SV DVD 60 DVD Storage Binder L20 Black,Litware Refrigerator 9.7CuFt M560 Orange"
350979,4,31768.644313,"WWI Desktop PC1.60 E1600 White,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,Litware Washer & Dryer 27in L420 White,Contoso Phone Tough Skin Case E140 Silver,Contoso In-Line Coupler E180 Silver,Adventure Works LCD19 E108 White,MGS King& Myths: The Age Collection M340,Contoso Battery charger - bike E200 Black,WWI 1GBPulse Smart pen E50 Black,MGS Hand Games for 12-16 boys E600 Red,SV DVD 15-Inch Player Portable L200 White,Contoso 8GB MP3 Player new model M820 White,Contoso SLR Camera X143 Grey,Contoso Water Heater 4.3GPM M1250 Green,Contoso DVD Recorder L240 Gold"
351202,1,542.6894,Proseware High Speed Laser M2000 Black
351430,1,1284.126432,"Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso DVD Player M110 Silver,Contoso Touch Screen Phones Capacitive M908 Black"
351623,1,638.3282320000001,"MGS Kings & Myths: The Age Collection2009 E147,SV DVD 7-Inch Player Portable E200 Silver"
351747,2,3213.0640740000003,"WWI Wireless Bluetooth Stereo Headphones M270 Black,The Phone Company Pen Touch Screen Phones M320 Gold,Fabrikam Refrigerator 1.7CuFt E1200 White,Contoso Home/Office Laptop Power Adapter E300 White,SV DVD Movies E100 Yellow,SV DVD Recorder L230 Grey"
351758,1,5328.0606960000005,"Contoso DVD External DVD Burner M200 Grey,Adventure Works Laptop19W X1980 Red"
351879,4,15417.759170000001,"Adventure Works Laptop15.4W M1548 Red,WWI 2GB Pulse Smart pen M100 Silver,Contoso Water Heater 1.5GPM E0800 White,MGS Age of Empires III: The Asian Dynasties M180,Contoso Cyber Shot Digital Cameras Adapter E306 Blue,The Phone Company Touch Screen Phones Capacitive M908 Grey,NT Wireless Bluetooth Stereo Headphones E302 Black,WWI Projector 1080p LCD86 White,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,WWI 1GB Pulse Smart pen E50 White"
352043,2,721.900869,"Contoso In-Line Coupler E180 Silver,The Phone Company Touch Screen Phones 26-1.4"" M250 Grey,Contoso 2-Line Corded Cordless Telephone M202 Black,Contoso DVD 38 DVD Storage Binder E25 Red,MGS Hand Games for Office worker L299 Black"
352106,2,2105.525549,"NT Wireless Transmitter and Bluetooth Headphones M150 Silver,SV DVD Recorder L230 Grey,MGS MechWarrior 4 Mach Paks2009 E161,SV DVD 7-Inch Player Portable E200 White,Contoso Bluetooth Active Headphones L15 Black"
352235,1,17.245524,Contoso Dual Handset Cordless Phone System E20 White
352272,1,3919.983365,"WWI Desktop PC2.30 M2300 Silver,Proseware Screen 125in X1609 Black,Adventure Works 20"" CRT TV E15 White"
352596,1,3934.37122,"The Phone Company PDA Wifi 3.5-inch M200 Black,Contoso In front of Centrex L15 Black,Litware Refrigerator 1.7CuFt E120 Orange,MGS Zoo Tycoon 2: African Adventure M280,Contoso Rubberized Skin BlackBerry E100 Black"
352719,3,5821.005039999999,"Contoso USB Optical Mouse E200 Blue,Litware Tower Fan E501 Black,Proseware High-Performance Business-Class Laser Fax X200 White,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Proseware LCD19W M100 Black,Contoso Rubberized Skin BlackBerry E100 Silver"
352850,1,213.451637,"Contoso 4G MP3 Player E400 Orange,Contoso Mouse Lock Bundle E200 Black"
352933,1,3360.3278,Adventure Works Desktop PC1.80 ED182 Brown
353240,2,5452.418074,"Contoso Wireless Notebook Optical Mouse M35 White,Contoso Wireless Laser Mouse M55 Grey,Contoso ADSL Modem Splitter/Filter X 2 E200 White,WWI 1GB Digital Voice Recorder Pen E100 Red,SV 16xDVD M310 Black,Fabrikam Coffee Maker Super-Auto 12C X125 Grey"
353313,2,3196.199808,"Contoso DVD Recorder L240 Gold,SV DVD 9-Inch Player Portable M300 White"
353352,3,12364.062259999999,"A. Datum SLR Camera M137 Grey,WWI LCD20W M250 White,Adventure Works Desktop PC2.30 MD230 Black,MGS Racing Madness 2009 E169,Contoso Water Heater 1.5GPM E0800 Red,Adventure Works Desktop PC1.80 ED182 Brown,WWI Desktop PC1.80 E1801 Black"
353444,1,780.7965,Adventure Works Desktop PC2.30 MD230 Black
353597,1,1105.1334,Proseware Screen 85in E1010 Silver
353741,1,4456.499909999999,"Adventure Works 32"" LCD HDTV M130 Silver,SV DVD 7-Inch Player Portable E200 Silver,MGS Freelancer 2009 E153"
