CustomerKey,FirstPurchase,LastPurchase,TotalOrders,CustomerStatus
330150,2019-09-09,2019-11-11,2,Inactive
330981,2017-12-05,2018-12-27,3,Inactive
331199,2017-12-26,2019-11-14,3,Inactive
331277,2018-05-07,2021-02-20,3,Inactive
331280,2016-06-17,2016-06-17,1,Inactive
331822,2016-07-20,2020-02-24,3,Inactive
331914,2020-12-04,2020-12-04,1,Inactive
331947,2018-09-26,2018-09-26,1,Inactive
331990,2017-05-10,2019-02-16,2,Inactive
332217,2016-02-10,2016-02-10,1,Inactive
332332,2016-01-20,2020-05-06,4,Inactive
332635,2019-07-20,2019-07-20,1,Inactive
333209,2019-01-31,2020-06-06,3,Inactive
333330,2018-01-31,2018-01-31,1,Inactive
333575,2017-09-21,2018-09-19,2,Inactive
333599,2017-08-26,2017-08-26,1,Inactive
333846,2020-12-24,2020-12-24,1,Inactive
333848,2018-08-11,2019-05-09,2,Inactive
333861,2019-09-25,2019-09-25,1,Inactive
333947,2016-02-29,2016-02-29,1,Inactive
334483,2019-07-01,2020-03-18,2,Inactive
334491,2020-05-01,2020-05-01,1,Inactive
334760,2020-01-03,2020-01-03,1,Inactive
334903,2020-02-21,2020-02-21,1,Inactive
334926,2018-07-07,2018-07-07,1,Inactive
335012,2020-01-16,2020-02-28,2,Inactive
335032,2020-02-22,2020-02-22,1,Inactive
335384,2020-12-19,2020-12-19,1,Inactive
336090,2019-11-21,2019-11-21,1,Inactive
336182,2017-05-19,2020-03-14,3,Inactive
336239,2018-07-17,2018-12-03,3,Inactive
336267,2017-11-01,2019-11-22,2,Inactive
336290,2017-08-17,2020-01-10,2,Inactive
336348,2018-08-13,2020-12-25,4,Inactive
336525,2018-09-27,2018-09-27,1,Inactive
336562,2018-03-10,2020-03-04,4,Inactive
337002,2017-11-01,2019-11-29,3,Inactive
337589,2017-01-17,2020-12-08,3,Inactive
337629,2020-10-07,2020-10-07,1,Inactive
337695,2016-02-24,2020-07-02,5,Inactive
337764,2017-11-11,2019-09-09,4,Inactive
337850,2016-07-09,2019-11-19,2,Inactive
338444,2016-11-12,2019-09-07,2,Inactive
338683,2018-08-29,2018-08-29,1,Inactive
339050,2016-05-30,2019-01-09,3,Inactive
339068,2017-08-12,2020-02-01,3,Inactive
339146,2017-06-09,2017-06-09,1,Inactive
339390,2018-08-22,2018-08-22,1,Inactive
339448,2016-06-08,2019-12-28,2,Inactive
339939,2018-01-26,2019-11-06,2,Inactive
340307,2018-07-04,2019-12-16,2,Inactive
340339,2016-05-13,2019-02-12,2,Inactive
340417,2017-01-21,2017-01-21,1,Inactive
340427,2016-11-29,2018-07-11,2,Inactive
340460,2017-05-13,2018-06-12,2,Inactive
340665,2019-08-03,2019-08-03,1,Inactive
340771,2017-03-06,2019-06-18,3,Inactive
340782,2019-05-22,2019-08-24,2,Inactive
341191,2016-08-16,2019-11-16,3,Inactive
341831,2018-12-26,2019-05-23,2,Inactive
342040,2016-07-23,2018-07-04,2,Inactive
342356,2017-10-27,2020-11-12,4,Inactive
342393,2017-02-15,2019-05-24,2,Inactive
342512,2016-09-08,2020-01-10,3,Inactive
342652,2017-01-02,2018-12-31,2,Inactive
342841,2019-02-14,2019-02-14,1,Inactive
343007,2017-10-07,2020-02-23,3,Inactive
343061,2019-02-19,2019-11-16,3,Inactive
343095,2019-05-04,2019-05-04,1,Inactive
343129,2018-02-21,2018-02-21,1,Inactive
343183,2018-02-22,2019-08-10,2,Inactive
343285,2019-02-02,2019-02-02,1,Inactive
343632,2019-06-08,2020-06-20,2,Inactive
343801,2016-10-04,2018-01-19,2,Inactive
343983,2020-08-13,2020-08-13,1,Inactive
344691,2016-10-29,2016-10-29,1,Inactive
345044,2017-01-22,2017-01-22,1,Inactive
345242,2018-06-29,2019-07-05,3,Inactive
345277,2018-12-12,2018-12-12,1,Inactive
345292,2017-07-11,2019-09-12,2,Inactive
345767,2016-11-14,2021-02-04,2,Inactive
345812,2016-01-21,2016-01-21,1,Inactive
345910,2018-05-10,2021-01-30,4,Inactive
346090,2019-12-26,2020-02-04,2,Inactive
346204,2019-02-27,2020-05-26,3,Inactive
346689,2018-11-10,2020-06-22,3,Inactive
346994,2018-02-19,2019-11-08,3,Inactive
347011,2017-01-03,2018-09-14,2,Inactive
347058,2019-08-17,2019-08-17,1,Inactive
347144,2017-10-10,2017-10-10,1,Inactive
347206,2018-01-10,2018-01-10,1,Inactive
347235,2016-10-07,2018-01-03,2,Inactive
347240,2016-08-25,2019-08-17,2,Inactive
347394,2016-09-01,2019-01-02,2,Inactive
347499,2018-09-15,2019-12-04,3,Inactive
347864,2020-05-06,2020-05-06,1,Inactive
347907,2019-01-05,2019-01-05,1,Inactive
347982,2019-01-09,2020-02-17,3,Inactive
348102,2019-07-17,2019-07-17,1,Inactive
348248,2018-12-19,2019-10-27,3,Inactive
348440,2018-09-14,2020-02-22,5,Inactive
348521,2017-12-21,2020-03-04,5,Inactive
348548,2016-01-21,2020-01-07,2,Inactive
348767,2018-06-19,2018-06-19,1,Inactive
348917,2019-12-24,2019-12-26,2,Inactive
349037,2018-03-06,2018-03-06,1,Inactive
349086,2017-02-25,2018-02-20,2,Inactive
349322,2019-10-12,2019-10-12,1,Inactive
349653,2019-06-11,2019-06-11,1,Inactive
349815,2017-05-30,2017-05-30,1,Inactive
350095,2016-12-14,2018-09-17,2,Inactive
350141,2018-01-03,2018-01-13,2,Inactive
350496,2017-01-25,2020-07-18,6,Inactive
350587,2016-12-23,2018-03-03,2,Inactive
350710,2016-02-26,2019-06-28,2,Inactive
350853,2017-05-31,2017-05-31,1,Inactive
350943,2018-08-15,2020-09-22,3,Inactive
350949,2018-11-01,2018-11-01,1,Inactive
350979,2019-01-09,2020-04-29,4,Inactive
351202,2018-06-05,2018-06-05,1,Inactive
351430,2017-09-27,2017-09-27,1,Inactive
351623,2020-01-30,2020-01-30,1,Inactive
351747,2016-01-08,2019-12-11,2,Inactive
351758,2018-10-22,2018-10-22,1,Inactive
351879,2016-06-09,2018-03-01,4,Inactive
352043,2017-09-16,2018-07-12,2,Inactive
352106,2017-01-19,2019-09-02,2,Inactive
352235,2019-09-25,2019-09-25,1,Inactive
352272,2020-01-13,2020-01-13,1,Inactive
352596,2018-08-18,2018-08-18,1,Inactive
352719,2016-11-25,2020-12-24,3,Inactive
352850,2019-06-04,2019-06-04,1,Inactive
352933,2020-02-28,2020-02-28,1,Inactive
353240,2018-08-31,2020-02-15,2,Inactive
353313,2017-03-04,2020-02-15,2,Inactive
353352,2018-12-07,2020-10-31,3,Inactive
353444,2020-01-16,2020-01-16,1,Inactive
353597,2019-12-09,2019-12-09,1,Inactive
353741,2020-05-05,2020-05-05,1,Inactive
353750,2016-10-22,2016-12-29,2,Inactive
353909,2019-07-17,2019-07-17,1,Inactive
354010,2017-06-06,2018-12-17,3,Inactive
354096,2016-03-10,2020-02-15,3,Inactive
354108,2016-06-03,2016-06-03,1,Inactive
354142,2017-03-08,2017-06-06,2,Inactive
354187,2019-03-01,2019-03-01,1,Inactive
354352,2016-08-20,2019-12-28,2,Inactive
354485,2019-01-21,2020-01-23,2,Inactive
355288,2018-12-27,2021-02-19,2,Inactive
355295,2019-07-18,2019-12-10,3,Inactive
355632,2018-10-26,2019-10-04,3,Inactive
356049,2016-09-28,2021-02-03,5,Inactive
356070,2018-07-14,2018-07-14,1,Inactive
356191,2020-02-29,2020-02-29,1,Inactive
356576,2019-02-28,2021-01-22,2,Inactive
356810,2019-02-17,2019-02-17,1,Inactive
356838,2018-06-16,2019-01-11,2,Inactive
356908,2019-12-16,2019-12-16,1,Inactive
356963,2016-09-27,2020-01-09,4,Inactive
357165,2017-08-05,2017-08-05,1,Inactive
357376,2019-05-04,2019-05-04,1,Inactive
357410,2019-02-23,2019-02-23,1,Inactive
357592,2019-12-19,2020-05-09,2,Inactive
357825,2016-08-16,2018-12-19,4,Inactive
357853,2017-05-03,2019-07-12,6,Inactive
358149,2018-02-10,2018-02-10,1,Inactive
358229,2020-01-18,2020-01-18,1,Inactive
358489,2019-07-02,2019-09-05,2,Inactive
358604,2021-02-13,2021-02-13,1,Inactive
358637,2018-02-15,2018-02-15,1,Inactive
358749,2016-10-08,2016-10-08,1,Inactive
358880,2017-02-09,2020-11-27,3,Inactive
359037,2019-03-05,2019-03-05,1,Inactive
359297,2019-02-26,2019-02-26,1,Inactive
359409,2018-02-22,2018-02-22,1,Inactive
359587,2019-12-26,2021-02-18,2,Inactive
360001,2018-09-27,2018-09-27,1,Inactive
360241,2018-08-11,2020-06-11,2,Inactive
360610,2017-12-18,2017-12-18,1,Inactive
360795,2020-12-19,2020-12-19,1,Inactive
360894,2018-11-03,2018-11-03,1,Inactive
361214,2016-09-16,2020-01-06,2,Inactive
361450,2019-08-29,2019-08-29,1,Inactive
361691,2018-12-03,2018-12-03,1,Inactive
361945,2016-01-26,2020-01-22,2,Inactive
362027,2018-12-25,2018-12-25,1,Inactive
362095,2016-12-24,2016-12-24,1,Inactive
362120,2019-11-23,2019-11-23,1,Inactive
362234,2018-02-22,2019-09-05,4,Inactive
362263,2019-02-22,2019-02-22,1,Inactive
362479,2018-10-13,2018-10-13,1,Inactive
362960,2018-12-25,2020-05-07,2,Inactive
363462,2018-10-25,2020-01-31,2,Inactive
363584,2018-07-21,2020-11-16,5,Inactive
363712,2017-11-02,2021-02-15,5,Inactive
363872,2016-01-06,2018-01-18,3,Inactive
363898,2019-07-20,2019-07-20,1,Inactive
364612,2019-01-04,2019-01-04,1,Inactive
364626,2019-11-06,2019-11-06,1,Inactive
364677,2019-06-04,2019-06-04,1,Inactive
364820,2017-03-11,2020-08-13,3,Inactive
364852,2018-12-29,2019-06-14,2,Inactive
365088,2018-11-07,2018-11-07,1,Inactive
365200,2018-11-29,2019-02-18,2,Inactive
365565,2017-02-11,2019-02-11,2,Inactive
365593,2018-03-15,2021-02-13,2,Inactive
365703,2019-06-07,2020-04-30,3,Inactive
365953,2016-12-23,2020-01-15,5,Inactive
366123,2017-02-14,2019-07-13,2,Inactive
366153,2019-01-11,2019-01-11,1,Inactive
366250,2019-12-31,2021-01-08,3,Inactive
366365,2017-08-09,2019-10-18,3,Inactive
366380,2019-08-17,2019-08-17,1,Inactive
366500,2016-10-21,2020-05-11,5,Inactive
366774,2018-10-13,2018-10-13,1,Inactive
366856,2016-02-17,2021-02-17,3,Inactive
366908,2018-11-17,2020-07-04,2,Inactive
367004,2020-03-13,2020-03-13,1,Inactive
367131,2016-02-11,2020-07-02,5,Inactive
367191,2018-11-02,2018-11-02,1,Inactive
367332,2020-06-23,2020-06-23,1,Inactive
367414,2018-05-08,2018-05-08,1,Inactive
367715,2019-07-05,2019-07-05,1,Inactive
367753,2018-05-09,2020-06-02,4,Inactive
367824,2016-06-28,2017-08-22,3,Inactive
368115,2016-02-08,2016-08-24,2,Inactive
368190,2016-01-13,2019-10-03,4,Inactive
368277,2020-11-24,2020-11-24,1,Inactive
368295,2017-03-04,2017-03-04,1,Inactive
368584,2018-10-24,2018-10-24,1,Inactive
368610,2016-01-22,2019-09-24,4,Inactive
368827,2019-06-28,2019-06-28,1,Inactive
369446,2019-03-02,2019-12-14,2,Inactive
369814,2018-12-12,2018-12-12,1,Inactive
369858,2019-11-09,2019-11-09,1,Inactive
370019,2019-03-13,2019-03-13,1,Inactive
370077,2016-01-01,2018-06-16,3,Inactive
370149,2019-01-15,2019-01-15,1,Inactive
370810,2017-01-11,2020-10-29,3,Inactive
370811,2016-06-11,2016-06-11,1,Inactive
370829,2017-06-15,2017-08-12,2,Inactive
370964,2019-08-07,2019-08-07,1,Inactive
371426,2020-02-15,2020-02-15,1,Inactive
371459,2018-02-24,2018-02-24,1,Inactive
372299,2017-05-25,2017-05-25,1,Inactive
372304,2016-12-27,2016-12-27,1,Inactive
372379,2018-05-29,2018-05-29,1,Inactive
372525,2019-02-23,2019-02-23,1,Inactive
372672,2020-02-28,2020-02-28,1,Inactive
372694,2019-12-28,2019-12-28,1,Inactive
373120,2017-12-23,2019-03-18,2,Inactive
373334,2018-05-26,2018-05-26,1,Inactive
373683,2018-11-10,2019-12-14,4,Inactive
373746,2016-09-10,2020-05-16,5,Inactive
373815,2017-11-08,2017-11-08,1,Inactive
374045,2019-02-23,2019-05-16,3,Inactive
374235,2017-07-15,2021-01-30,2,Inactive
374242,2018-06-14,2018-06-14,1,Inactive
374334,2019-08-31,2019-10-17,2,Inactive
374720,2016-10-11,2019-12-19,4,Inactive
375376,2016-05-25,2019-02-22,2,Inactive
375384,2016-05-21,2019-12-26,4,Inactive
375538,2016-02-16,2019-09-03,4,Inactive
376019,2016-08-17,2019-11-30,3,Inactive
376037,2017-07-01,2017-07-01,1,Inactive
376053,2019-02-14,2019-02-14,1,Inactive
376607,2020-02-19,2020-02-19,1,Inactive
376933,2017-09-15,2020-05-30,2,Inactive
376965,2017-10-25,2019-02-19,2,Inactive
376977,2016-02-05,2018-12-27,2,Inactive
377340,2016-09-30,2020-05-14,5,Inactive
377487,2019-05-17,2019-11-19,3,Inactive
377521,2019-08-05,2019-08-05,1,Inactive
377690,2016-08-27,2019-09-30,2,Inactive
377745,2017-08-24,2017-08-24,1,Inactive
377854,2017-09-22,2021-01-25,3,Inactive
378008,2019-07-02,2020-10-02,2,Inactive
378023,2020-07-15,2020-07-15,1,Inactive
378117,2020-11-04,2020-11-04,1,Inactive
378411,2020-09-30,2020-09-30,1,Inactive
378574,2019-11-23,2019-12-19,2,Inactive
378833,2016-08-08,2019-08-01,2,Inactive
379002,2020-01-29,2020-01-29,1,Inactive
379142,2018-09-26,2019-06-05,2,Inactive
379536,2017-05-08,2017-05-08,1,Inactive
379770,2019-07-22,2020-03-07,2,Inactive
379953,2016-09-03,2018-09-29,2,Inactive
380032,2019-08-31,2019-09-06,2,Inactive
380256,2019-02-12,2019-02-12,1,Inactive
380313,2019-10-12,2019-10-12,1,Inactive
380891,2017-10-25,2019-11-02,2,Inactive
380931,2018-02-24,2018-11-03,2,Inactive
381140,2020-11-16,2021-01-30,2,Inactive
381188,2018-10-22,2020-06-16,4,Inactive
381223,2017-12-20,2019-11-27,4,Inactive
381230,2018-12-24,2019-02-23,2,Inactive
381459,2018-12-15,2019-05-07,3,Inactive
381656,2017-03-04,2017-03-04,1,Inactive
381830,2019-05-15,2019-12-26,2,Inactive
382095,2018-11-21,2019-05-29,3,Inactive
382178,2017-02-17,2019-12-11,5,Inactive
382347,2020-01-08,2020-11-14,2,Inactive
382379,2020-12-25,2020-12-25,1,Inactive
382489,2018-11-08,2019-12-04,3,Inactive
382539,2017-03-08,2019-11-12,5,Inactive
382565,2018-09-27,2020-08-08,2,Inactive
382843,2016-08-15,2018-11-10,4,Inactive
382960,2017-07-13,2020-01-04,8,Inactive
383007,2019-03-09,2020-07-01,4,Inactive
383111,2018-06-25,2019-10-09,3,Inactive
383155,2018-09-08,2019-08-27,2,Inactive
383207,2019-12-24,2019-12-24,1,Inactive
383209,2017-01-21,2020-06-10,3,Inactive
383279,2019-02-13,2019-02-13,1,Inactive
383459,2018-10-10,2018-10-10,1,Inactive
383528,2017-11-13,2020-11-27,2,Inactive
383902,2018-08-24,2019-10-12,2,Inactive
384783,2019-08-05,2021-01-22,2,Inactive
384911,2018-07-07,2020-06-04,6,Inactive
385309,2016-11-09,2019-06-10,2,Inactive
385392,2016-06-23,2019-10-30,2,Inactive
385527,2016-12-03,2021-01-02,4,Inactive
385590,2019-06-15,2019-12-26,2,Inactive
385627,2016-09-23,2019-10-26,2,Inactive
385643,2017-10-03,2017-10-03,1,Inactive
385734,2020-05-19,2020-05-19,1,Inactive
385794,2020-06-18,2020-06-18,1,Inactive
385817,2018-05-23,2020-08-08,2,Inactive
385854,2019-09-21,2019-09-21,1,Inactive
385971,2018-12-20,2020-06-10,4,Inactive
386552,2016-11-24,2016-11-24,1,Inactive
387016,2017-12-13,2018-07-18,2,Inactive
387148,2018-02-17,2018-02-17,1,Inactive
387369,2018-03-08,2018-03-08,1,Inactive
387372,2017-02-21,2021-02-04,5,Inactive
387658,2018-03-01,2020-01-01,3,Inactive
387704,2018-12-20,2018-12-27,2,Inactive
388230,2016-06-08,2018-08-16,2,Inactive
388276,2019-08-03,2019-08-03,1,Inactive
388302,2017-07-20,2019-06-05,3,Inactive
388416,2018-07-10,2018-07-10,1,Inactive
388422,2017-12-26,2018-07-17,2,Inactive
388648,2019-06-12,2019-06-12,1,Inactive
388968,2018-08-03,2018-08-03,1,Inactive
389013,2017-04-27,2019-06-03,4,Inactive
389303,2017-11-21,2020-01-04,2,Inactive
389346,2018-06-18,2019-02-25,2,Inactive
389462,2017-01-25,2019-07-17,3,Inactive
389486,2018-06-29,2020-07-01,2,Inactive
389532,2017-09-27,2017-09-27,1,Inactive
389928,2018-09-12,2018-09-12,1,Inactive
390031,2018-12-18,2019-02-19,2,Inactive
390201,2020-12-24,2020-12-24,1,Inactive
390781,2016-02-19,2016-02-19,1,Inactive
390807,2018-01-03,2019-12-20,3,Inactive
390926,2019-02-23,2020-03-05,3,Inactive
391082,2018-01-13,2019-12-30,2,Inactive
391353,2019-01-19,2019-01-19,1,Inactive
391380,2019-11-28,2019-12-19,2,Inactive
391464,2017-01-07,2017-01-07,1,Inactive
391687,2019-12-28,2019-12-28,1,Inactive
391733,2016-10-12,2019-05-20,2,Inactive
391761,2020-06-11,2020-06-11,1,Inactive
391900,2018-12-19,2019-02-14,2,Inactive
392118,2019-11-14,2020-06-12,2,Inactive
392187,2020-09-12,2020-09-12,1,Inactive
392359,2018-10-13,2018-10-13,1,Inactive
392374,2019-12-02,2019-12-02,1,Inactive
392376,2019-05-03,2019-11-06,3,Inactive
392676,2019-01-03,2020-01-01,4,Inactive
393097,2018-05-21,2020-02-20,4,Inactive
393616,2019-11-19,2019-11-19,1,Inactive
393641,2020-11-06,2020-11-06,1,Inactive
393739,2016-09-28,2019-07-23,2,Inactive
394173,2018-09-26,2018-09-26,1,Inactive
394181,2020-12-17,2020-12-17,1,Inactive
394231,2019-02-15,2019-02-15,1,Inactive
394929,2019-02-26,2019-08-24,2,Inactive
395197,2017-01-21,2018-12-04,3,Inactive
395474,2020-09-05,2020-09-05,1,Inactive
395664,2020-06-15,2020-06-15,1,Inactive
395914,2017-12-07,2017-12-07,1,Inactive
396388,2017-08-10,2019-10-29,3,Inactive
396894,2020-05-16,2020-05-16,1,Inactive
396944,2016-11-05,2020-02-08,8,Inactive
396969,2019-06-14,2020-01-09,2,Inactive
397223,2017-05-09,2018-10-25,2,Inactive
397267,2019-05-15,2019-12-04,2,Inactive
397285,2017-11-22,2020-04-29,3,Inactive
397698,2020-05-20,2020-05-20,1,Inactive
397885,2018-12-11,2018-12-11,1,Inactive
397988,2016-03-05,2019-05-09,3,Inactive
398049,2018-12-22,2019-12-19,2,Inactive
398056,2018-01-31,2019-06-24,3,Inactive
398156,2017-01-11,2018-10-08,2,Inactive
398523,2016-12-24,2016-12-24,1,Inactive
398577,2016-03-16,2016-03-16,1,Inactive
398671,2018-05-05,2019-06-13,2,Inactive
398708,2019-02-17,2019-08-14,2,Inactive
398751,2016-06-16,2020-07-07,3,Inactive
398841,2018-11-21,2019-12-07,3,Inactive
399053,2019-02-08,2020-10-17,3,Inactive
399145,2018-05-23,2018-05-23,1,Inactive
399253,2016-10-22,2016-10-22,1,Inactive
399805,2016-11-21,2016-11-21,1,Inactive
399877,2020-02-14,2020-02-14,1,Inactive
400009,2018-05-26,2019-10-05,4,Inactive
400031,2018-03-03,2018-06-23,2,Inactive
400068,2019-03-14,2019-03-14,1,Inactive
400071,2016-11-25,2019-12-14,3,Inactive
400379,2018-10-26,2018-10-26,1,Inactive
400656,2018-09-15,2018-09-15,1,Inactive
400848,2019-01-14,2019-11-27,4,Inactive
400856,2017-04-25,2019-12-28,4,Inactive
401123,2017-01-28,2017-07-05,2,Inactive
401221,2018-10-10,2020-02-14,2,Inactive
401266,2019-05-16,2020-02-04,2,Inactive
401301,2018-12-29,2019-07-20,2,Inactive
401785,2016-01-27,2021-01-01,2,Inactive
402065,2017-12-29,2019-06-13,2,Inactive
402420,2019-06-01,2019-06-01,1,Inactive
402514,2018-07-14,2019-09-14,4,Inactive
402727,2020-05-30,2020-05-30,1,Inactive
402983,2019-06-10,2019-06-12,2,Inactive
402995,2016-02-19,2017-02-23,2,Inactive
403041,2018-07-05,2018-07-05,1,Inactive
403323,2018-11-24,2019-10-22,4,Inactive
403332,2019-05-03,2020-02-08,4,Inactive
403534,2019-10-30,2019-10-30,1,Inactive
403860,2016-02-20,2021-01-18,3,Inactive
403915,2016-10-04,2020-08-29,6,Inactive
404002,2017-10-16,2020-06-22,3,Inactive
404256,2018-01-09,2018-01-09,1,Inactive
404359,2017-11-29,2019-12-21,3,Inactive
404576,2020-02-29,2020-10-19,2,Inactive
404819,2018-09-28,2020-01-09,3,Inactive
404860,2016-09-23,2019-01-09,3,Inactive
405017,2017-09-06,2019-09-05,2,Inactive
405195,2019-11-30,2020-08-15,2,Inactive
405253,2019-05-24,2019-05-24,1,Inactive
405365,2018-02-27,2020-03-03,3,Inactive
405689,2018-01-01,2018-01-01,1,Inactive
405745,2016-11-16,2016-11-16,1,Inactive
405905,2016-12-21,2020-02-18,3,Inactive
406079,2020-02-11,2020-02-11,1,Inactive
406121,2019-06-15,2019-06-15,1,Inactive
406124,2019-02-08,2019-02-08,1,Inactive
406676,2019-12-13,2019-12-19,2,Inactive
406901,2019-07-06,2020-03-04,3,Inactive
407047,2019-02-10,2020-10-21,2,Inactive
407150,2019-08-15,2019-08-15,1,Inactive
407295,2018-05-12,2018-05-12,1,Inactive
407478,2017-01-04,2019-08-01,3,Inactive
407928,2019-07-10,2020-01-09,2,Inactive
408295,2018-06-27,2020-02-03,3,Inactive
408328,2019-02-22,2019-05-04,2,Inactive
408433,2019-02-27,2019-02-27,1,Inactive
408515,2019-07-13,2019-07-13,1,Inactive
408519,2018-07-16,2019-11-09,2,Inactive
408757,2017-01-05,2020-11-28,3,Inactive
409154,2019-07-23,2020-02-08,3,Inactive
409173,2017-08-31,2019-02-28,2,Inactive
409577,2019-07-17,2020-01-20,2,Inactive
409719,2017-10-14,2017-10-14,1,Inactive
409755,2018-11-10,2018-11-15,2,Inactive
410032,2018-01-09,2019-07-30,2,Inactive
410059,2019-12-11,2019-12-11,1,Inactive
410114,2016-11-12,2019-12-05,3,Inactive
410205,2019-12-28,2019-12-28,1,Inactive
410463,2020-03-07,2020-03-07,1,Inactive
410506,2016-05-19,2016-05-19,1,Inactive
410798,2017-03-02,2020-05-23,6,Inactive
410819,2016-08-25,2019-04-25,2,Inactive
410853,2017-11-25,2020-02-17,2,Inactive
410879,2019-08-10,2019-08-10,1,Inactive
410924,2016-11-05,2019-02-27,3,Inactive
411322,2019-02-06,2019-02-06,1,Inactive
411596,2016-09-02,2016-11-14,2,Inactive
411768,2016-06-06,2020-03-11,4,Inactive
411864,2017-12-27,2018-10-16,3,Inactive
412039,2017-10-05,2017-10-05,1,Inactive
412041,2017-12-21,2019-08-27,3,Inactive
412760,2016-12-13,2018-12-28,3,Inactive
413117,2016-02-20,2019-10-31,2,Inactive
413286,2019-01-11,2021-01-11,3,Inactive
413347,2019-01-24,2020-01-24,4,Inactive
413393,2019-02-23,2019-02-23,1,Inactive
413461,2019-02-23,2019-02-23,1,Inactive
413607,2019-11-05,2019-11-05,1,Inactive
413655,2021-01-09,2021-01-09,1,Inactive
413703,2019-01-24,2019-12-28,2,Inactive
414070,2019-07-18,2019-07-18,1,Inactive
414116,2020-02-12,2020-02-12,1,Inactive
414123,2018-05-04,2019-10-26,2,Inactive
414166,2018-03-16,2018-12-21,2,Inactive
414238,2017-12-21,2021-01-09,3,Inactive
414750,2016-12-31,2016-12-31,1,Inactive
415125,2016-09-07,2020-05-11,2,Inactive
415347,2019-10-01,2019-10-01,1,Inactive
415350,2018-12-26,2020-02-06,3,Inactive
416182,2019-05-13,2019-05-13,1,Inactive
416331,2017-11-18,2017-12-26,2,Inactive
416365,2021-02-10,2021-02-10,1,Inactive
416421,2018-12-23,2019-12-26,3,Inactive
416434,2017-09-23,2017-09-23,1,Inactive
416458,2018-08-30,2018-08-30,1,Inactive
416518,2018-10-27,2018-10-27,1,Inactive
416834,2019-06-08,2019-06-08,1,Inactive
416872,2017-06-03,2021-01-16,4,Inactive
417275,2017-01-06,2020-09-28,4,Inactive
417360,2017-03-10,2018-10-04,2,Inactive
417535,2019-12-17,2019-12-17,1,Inactive
417551,2018-10-25,2019-10-21,3,Inactive
417710,2020-02-12,2020-02-12,1,Inactive
417789,2019-10-16,2019-10-16,1,Inactive
417932,2019-07-05,2020-02-21,2,Inactive
417969,2016-07-23,2018-11-24,2,Inactive
418091,2017-01-28,2020-12-09,6,Inactive
418500,2018-09-20,2019-10-05,2,Inactive
418621,2017-05-16,2019-05-09,3,Inactive
418646,2018-09-11,2018-12-18,2,Inactive
418651,2019-08-29,2020-02-20,2,Inactive
418689,2018-12-26,2020-01-16,3,Inactive
418893,2016-07-04,2020-09-08,5,Inactive
418899,2017-12-27,2019-12-14,3,Inactive
419225,2017-12-16,2019-02-02,2,Inactive
419536,2018-10-18,2019-05-29,3,Inactive
420053,2019-02-01,2019-06-29,3,Inactive
420128,2019-05-25,2019-05-25,1,Inactive
420184,2020-03-05,2020-03-05,1,Inactive
420196,2017-02-18,2020-01-14,2,Inactive
420523,2018-08-14,2018-08-14,1,Inactive
420688,2020-06-27,2020-06-27,1,Inactive
420770,2019-01-22,2019-12-07,2,Inactive
420977,2016-08-23,2018-01-01,2,Inactive
420996,2019-02-06,2019-02-06,1,Inactive
421034,2019-07-10,2019-07-10,1,Inactive
421225,2018-06-08,2018-06-08,1,Inactive
421385,2020-01-05,2020-01-05,1,Inactive
421945,2018-09-29,2019-02-26,2,Inactive
422132,2016-12-08,2018-10-05,3,Inactive
422208,2019-12-07,2019-12-07,1,Inactive
422321,2018-07-21,2019-06-05,2,Inactive
422548,2020-02-04,2020-02-04,1,Inactive
422579,2018-08-09,2019-06-25,3,Inactive
422854,2018-05-10,2019-09-21,2,Inactive
422937,2019-12-27,2019-12-27,1,Inactive
422965,2016-08-22,2019-01-23,2,Inactive
423002,2019-09-02,2020-07-28,2,Inactive
423549,2020-01-11,2020-01-11,1,Inactive
423693,2016-05-27,2016-05-27,1,Inactive
423757,2018-11-10,2018-11-10,1,Inactive
423898,2017-10-09,2020-03-05,4,Inactive
424011,2018-03-01,2019-12-26,3,Inactive
424077,2018-08-23,2019-12-21,2,Inactive
424079,2017-01-10,2020-03-05,4,Inactive
424110,2016-12-26,2019-07-31,3,Inactive
424156,2017-10-17,2017-10-17,1,Inactive
424340,2020-02-19,2020-02-24,2,Inactive
424546,2016-02-24,2018-07-05,3,Inactive
424556,2019-07-06,2019-07-06,1,Inactive
424711,2018-05-14,2019-07-12,4,Inactive
425179,2016-11-25,2020-05-31,4,Inactive
425389,2017-02-21,2020-01-09,2,Inactive
425775,2020-03-05,2020-03-05,1,Inactive
425996,2019-12-03,2019-12-03,1,Inactive
426057,2020-03-11,2020-03-11,1,Inactive
426309,2019-10-30,2019-10-30,1,Inactive
426724,2019-08-14,2019-12-24,2,Inactive
427098,2016-09-24,2020-02-22,3,Inactive
427302,2017-12-29,2020-01-16,3,Inactive
427753,2019-09-02,2019-09-02,1,Inactive
427804,2019-06-01,2020-03-14,2,Inactive
427858,2016-12-08,2021-01-09,3,Inactive
427971,2019-11-15,2019-11-15,1,Inactive
428186,2018-12-21,2019-12-11,3,Inactive
428496,2017-11-14,2020-12-24,2,Inactive
428561,2020-01-04,2020-01-04,1,Inactive
428640,2019-02-22,2020-08-01,2,Inactive
428750,2017-02-03,2017-02-03,1,Inactive
429294,2016-05-10,2016-05-10,1,Inactive
